顧客ID,c1_購入回数,c1_購入商品数,c1_クーポン割引,c1_購入金額,c2_購入回数,c2_購入商品数,c2_クーポン割引,c2_購入金額,c3_購入回数,c3_購入商品数,c3_クーポン割引,c3_購入金額,c4_購入回数,c4_購入商品数,c4_クーポン割引,c4_購入金額,c5_購入回数,c5_購入商品数,c5_クーポン割引,c5_購入金額,c6_購入回数,c6_購入商品数,c6_クーポン割引,c6_購入金額,c7_購入回数,c7_購入商品数,c7_クーポン割引,c7_購入金額,c8_購入回数,c8_購入商品数,c8_クーポン割引,c8_購入金額,c9_購入回数,c9_購入商品数,c9_クーポン割引,c9_購入金額,c10_購入回数,c10_購入商品数,c10_クーポン割引,c10_購入金額,c11_購入回数,c11_購入商品数,c11_クーポン割引,c11_購入金額,来店頻度,経過日数,総購入金額
518,3,3,0,3342,3,4,0,2780,5,6,0,5825,23,23,0,10416,7,8,0,3729,6,7,0,4569,1,1,0,532,23,279,-267,92302,23,34,-178,20419,2,2,0,794,0,0,0,0,23,2,144708
519,8,8,0,6342,1,1,0,616,4,4,0,2377,6,8,0,2491,5,7,0,3790,2,2,0,977,7,8,0,4814,14,93,0,28091,8,8,0,4369,0,0,0,0,0,0,0,0,14,7,53867
520,8,9,0,3545,3,3,0,2582,1,1,0,354,6,7,0,2819,15,20,0,12326,3,3,0,1957,1,1,0,532,25,204,-195,62636,20,24,0,46884,0,0,0,0,1,1,0,2313,25,7,135948
521,2,2,0,2133,1,1,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,141,-2945,46561,14,29,-133,8949,0,0,0,0,0,0,0,0,14,2,58177
522,1,1,0,354,0,0,0,0,0,0,0,0,1,1,0,176,3,3,0,1528,0,0,0,0,0,0,0,0,6,48,0,10814,4,4,0,1241,1,1,0,505,0,0,0,0,6,44,14618
523,5,16,-121,3734,3,3,0,2105,1,1,0,977,20,29,-71,11241,20,27,-178,16550,3,3,0,4090,2,2,0,801,20,292,-5295,123443,20,36,-89,25028,0,0,0,0,2,3,0,3734,20,3,191703
524,2,2,0,5339,2,2,0,1456,0,0,0,0,9,9,-178,4439,9,17,-178,8552,2,2,-178,979,1,1,0,621,9,173,-1378,76522,7,10,0,6764,1,1,0,1772,1,1,0,888,9,12,107332
525,2,2,0,1350,3,4,0,3287,0,0,0,0,6,6,0,2860,11,20,0,12726,4,5,0,2879,0,0,0,0,11,128,0,73129,11,22,0,9339,1,1,0,977,0,0,0,0,11,9,106547
526,5,5,0,5868,2,3,0,1592,4,6,0,3205,5,6,0,1506,11,14,0,6367,4,4,0,1232,0,0,0,0,14,102,-445,33496,5,7,0,1316,0,0,0,0,0,0,0,0,14,2,54582
527,5,5,0,6315,3,3,0,2295,1,1,0,505,6,7,0,1398,6,26,0,10513,2,2,0,1421,2,2,0,890,6,270,-979,82816,6,10,0,2112,1,1,0,585,0,0,0,0,6,10,108850
528,1,2,0,356,5,7,0,5179,0,0,0,0,8,8,0,2935,11,11,0,6172,0,0,0,0,0,0,0,0,16,215,-534,77827,12,12,0,1848,0,0,0,0,0,0,0,0,16,4,94317
529,2,3,0,1244,4,4,0,4869,3,3,0,1601,7,8,0,1884,17,23,0,11027,1,1,0,710,3,3,-356,1918,17,296,-801,89869,6,6,0,3355,1,1,0,398,1,1,0,532,17,5,117407
530,5,6,0,1991,4,7,0,5097,4,4,0,3554,8,8,0,3107,11,36,0,20996,2,2,0,876,0,0,0,0,11,58,0,24328,11,17,0,8696,2,2,0,356,0,0,0,0,11,35,69001
531,2,2,0,833,1,1,0,1325,6,15,0,37007,1,1,0,781,6,6,0,3147,1,1,0,899,1,1,0,443,6,24,-71,12051,6,7,0,2395,0,0,0,0,0,0,0,0,6,27,58881
532,0,0,0,0,1,2,0,906,3,3,0,1960,1,2,0,352,3,9,0,1586,0,0,0,0,0,0,0,0,3,39,-445,13184,0,0,0,0,0,0,0,0,0,0,0,0,3,52,17988
533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,0,0,0,0,1,2,0,1145,0,0,0,0,4,4,0,1738,2,4,0,705,0,0,0,0,5,5,0,2220,10,31,0,8208,2,3,0,1065,0,0,0,0,0,0,0,0,10,40,15081
535,7,8,0,2106,4,5,0,3642,5,6,0,3444,12,15,0,6580,11,14,0,6489,5,5,0,3113,2,2,0,1065,24,292,-258,163041,21,27,0,20394,0,0,0,0,2,2,0,2489,24,12,212363
536,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,1665,0,0,0,0,4,4,0,3017,1,1,0,318,4,13,-89,6621,1,1,0,1066,1,1,0,496,0,0,0,0,4,12,13183
537,2,2,0,924,2,2,0,3490,2,3,0,1244,7,22,0,7608,7,24,0,15719,2,2,0,1510,2,2,0,1171,7,304,0,88649,7,22,0,15191,1,1,0,354,2,2,0,2313,7,14,138173
538,22,32,0,13962,4,9,0,4493,4,5,0,6986,24,55,0,20253,10,12,0,4985,23,25,0,18022,24,42,0,26016,24,361,-178,156246,24,126,0,98520,4,4,0,3004,2,2,0,2062,24,5,354549
539,5,6,0,1722,1,3,0,2242,0,0,0,0,2,2,0,764,2,3,0,1565,2,2,0,1421,4,5,0,1332,13,66,-1050,23391,13,19,0,12133,1,1,0,1047,0,0,0,0,13,2,45617
540,3,4,0,6066,0,0,0,0,1,1,0,710,8,28,-534,8899,8,10,-213,4940,3,3,0,1597,7,7,0,3483,8,160,-5877,67178,8,36,-2821,28420,1,1,0,1138,1,1,0,710,8,13,123141
541,2,2,0,1029,3,4,0,2853,2,2,0,1150,4,4,0,1330,26,28,0,17184,3,3,0,6317,1,1,0,354,29,309,0,121020,29,49,0,35931,1,1,0,1193,0,0,0,0,29,1,188361
542,10,16,0,2142,2,2,0,853,1,1,0,301,5,14,0,2801,10,12,0,6010,2,9,0,3670,4,4,0,1071,25,220,0,78899,25,42,0,24370,2,2,0,851,0,0,0,0,25,2,120968
543,7,7,0,5793,1,1,0,518,0,0,0,0,3,4,0,904,6,7,0,2578,2,2,0,1421,0,0,0,0,18,82,-133,31651,13,14,0,6101,1,1,0,1066,0,0,0,0,18,7,50032
544,2,2,0,815,5,6,0,5677,0,0,0,0,5,11,0,5773,3,3,0,1918,3,3,0,2363,5,17,0,8425,5,165,0,46747,5,18,0,10794,0,0,0,0,2,2,0,1955,5,10,84467
545,2,2,0,708,7,10,0,8308,2,3,0,1529,4,4,0,1350,7,27,0,11252,1,1,0,1066,0,0,0,0,7,143,0,34387,7,12,0,6926,0,0,0,0,0,0,0,0,7,4,65526
546,3,5,0,2486,2,4,0,2678,2,2,0,1428,6,8,0,2575,5,13,0,4539,3,4,0,1788,1,1,0,623,15,264,-276,70785,15,52,0,21467,1,1,0,176,0,0,0,0,15,12,108545
547,2,2,0,1278,1,1,0,1120,1,1,0,584,2,4,0,708,4,5,0,3556,2,3,0,2131,0,0,0,0,11,132,-133,59045,11,52,0,27035,1,1,0,746,0,0,0,0,11,27,96203
548,1,2,0,267,0,0,0,0,1,1,0,443,5,10,0,2956,5,18,0,6383,2,2,0,1599,0,0,0,0,5,98,0,27714,0,0,0,0,0,0,0,0,0,0,0,0,5,45,39362
549,5,7,0,1610,3,5,0,6402,1,1,0,870,12,20,0,6416,11,11,0,6571,4,4,0,2415,4,4,0,2352,12,172,-480,66578,12,33,-133,22899,6,6,0,6758,0,0,0,0,12,7,122871
550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,2402,0,0,0,0,0,0,0,0,0,0,0,0,1,45,2402
551,0,0,0,0,1,1,0,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,10839,1,8,-178,3134,0,0,0,0,0,0,0,0,1,45,15340
552,6,7,0,5716,12,19,0,10981,0,0,0,0,16,20,0,6757,1,1,0,532,2,2,0,2133,2,2,0,835,34,69,0,34004,17,24,0,13072,2,2,0,1241,1,1,0,1601,34,1,76872
553,0,0,0,0,3,6,0,2632,4,7,0,3168,6,11,0,3992,8,12,0,6696,0,0,0,0,3,3,0,1490,21,232,0,79585,18,19,0,10367,1,1,0,890,0,0,0,0,21,1,108820
554,0,0,0,0,1,1,0,1280,0,0,0,0,3,3,0,1510,7,8,0,3873,0,0,0,0,8,32,0,8417,8,143,0,39826,7,7,0,4181,0,0,0,0,0,0,0,0,8,41,59087
555,1,1,0,1244,0,0,0,0,0,0,0,0,2,2,0,801,1,2,0,1065,0,0,0,0,0,0,0,0,10,35,0,14995,10,19,0,26264,1,1,0,496,2,2,0,4092,10,15,48957
556,1,1,0,2491,0,0,0,0,0,0,0,0,2,2,0,1332,4,5,0,4614,2,2,0,1244,10,11,0,3674,21,110,0,51784,18,21,0,14010,1,1,0,888,1,1,0,710,21,6,80747
557,0,0,0,0,1,1,0,698,0,0,0,0,6,8,0,3713,0,0,0,0,6,6,0,3907,7,8,0,4366,16,171,0,54596,6,7,0,4208,1,1,0,354,0,0,0,0,16,3,71842
558,2,2,0,1155,2,2,0,2473,6,6,0,5337,5,7,0,2212,6,8,0,3736,5,7,0,4885,0,0,0,0,24,218,-578,67784,24,39,-391,24547,6,6,0,6787,0,0,0,0,24,2,118916
559,1,3,0,178,4,4,0,1788,3,3,0,2391,6,6,0,1647,7,8,0,4356,3,3,0,2605,1,1,0,532,11,60,0,21737,2,2,0,726,0,0,0,0,0,0,0,0,11,5,35960
560,0,0,0,0,2,4,0,2990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,0,10358,6,15,0,10500,0,0,0,0,0,0,0,0,6,48,23848
561,1,11,0,5127,1,4,0,2062,1,2,0,1871,1,8,0,2042,1,2,0,890,0,0,0,0,1,1,0,354,1,8,0,3724,1,3,0,247,0,0,0,0,0,0,0,0,1,58,16317
562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,356,2,2,0,356,9,83,0,15421,1,1,0,133,0,0,0,0,0,0,0,0,9,42,16266
563,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,176,1,1,0,675,1,1,0,356,0,0,0,0,6,18,0,5011,6,7,0,6589,1,1,0,320,0,0,0,0,6,38,13127
564,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,356,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5150,3,15,0,6406,0,0,0,0,0,0,0,0,3,51,11912
565,0,0,0,0,2,2,0,1052,3,3,0,2666,4,5,0,1697,8,8,0,6808,6,9,0,3610,3,4,0,1560,12,244,-445,81714,12,22,0,11337,2,2,0,1065,0,0,0,0,12,11,111509
566,3,3,0,1383,1,1,0,917,0,0,0,0,2,4,0,1068,3,3,0,1597,1,1,0,532,0,0,0,0,10,63,0,17758,10,18,0,12712,0,0,0,0,0,0,0,0,10,38,35967
567,2,2,0,637,3,6,0,2860,4,5,0,4221,3,4,0,1168,6,8,0,5387,3,3,0,1063,0,0,0,0,26,103,0,28052,7,7,0,5357,0,0,0,0,0,0,0,0,26,2,48745
568,1,1,0,781,1,1,0,888,2,3,0,2767,4,5,0,1688,4,5,0,4498,1,1,0,710,0,0,0,0,9,97,0,34850,6,7,0,5175,1,1,0,532,0,0,0,0,9,16,51889
569,15,16,0,6014,9,11,0,8908,2,3,0,2131,19,41,0,17020,19,22,0,17478,19,22,0,14832,8,9,0,3177,19,348,0,158499,19,96,0,43500,2,2,0,2126,1,1,0,712,19,3,274397
570,0,0,0,0,5,9,0,3871,0,0,0,0,17,20,0,3891,3,3,0,890,0,0,0,0,0,0,0,0,20,45,0,14812,7,7,0,5930,3,3,0,1068,0,0,0,0,20,6,30462
571,0,0,0,0,2,9,0,4956,1,3,0,534,0,0,0,0,2,17,0,5385,0,0,0,0,0,0,0,0,2,20,0,4878,2,8,0,847,0,0,0,0,0,0,0,0,2,38,16600
572,1,3,0,2489,1,1,0,760,0,0,0,0,0,0,0,0,1,6,0,3136,1,3,0,582,0,0,0,0,1,19,-89,7982,1,6,0,555,0,0,0,0,0,0,0,0,1,56,15504
573,3,4,0,1065,8,13,0,4390,0,0,0,0,4,4,0,1244,11,12,0,6046,1,1,0,354,20,21,0,8274,22,201,-89,55686,22,29,0,18883,2,2,0,1538,1,1,0,621,22,8,98101
574,8,8,0,5702,3,3,0,3830,2,2,0,1421,9,10,0,2667,9,22,0,12424,3,3,0,1900,0,0,0,0,9,160,-445,48493,7,7,0,5460,0,0,0,0,0,0,0,0,9,41,81897
575,2,2,0,496,1,2,0,2479,0,0,0,0,2,2,0,2580,4,7,0,5246,2,2,0,1955,0,0,0,0,4,88,0,47349,4,18,0,9017,1,1,0,817,1,1,0,1601,4,10,71540
576,2,4,0,710,1,1,0,270,1,1,0,584,3,3,0,844,2,2,0,1120,1,1,-178,489,0,0,0,0,19,110,-512,42346,19,43,-267,30085,3,3,0,1891,0,0,0,0,19,21,78339
577,0,0,0,0,2,2,0,1976,0,0,0,0,4,5,0,2222,9,12,-97,6643,0,0,0,0,0,0,0,0,14,80,0,31144,14,28,-489,10336,4,4,0,2557,0,0,0,0,14,3,54878
578,2,2,0,4627,3,3,0,2792,0,0,0,0,3,3,0,1029,7,8,-97,3791,3,3,0,1209,2,2,0,655,12,59,-187,22885,3,3,0,1650,0,0,0,0,0,0,0,0,12,5,38638
579,2,2,0,853,2,2,0,1207,2,3,0,2313,2,3,0,1423,14,33,0,14246,0,0,0,0,0,0,0,0,14,88,0,26868,13,15,0,6740,0,0,0,0,0,0,0,0,14,5,53650
580,3,10,0,3789,0,0,0,0,2,3,0,4269,1,1,0,657,1,1,0,532,0,0,0,0,0,0,0,0,3,26,0,11307,3,15,0,7275,0,0,0,0,0,0,0,0,3,30,27829
581,6,6,0,3462,0,0,0,0,2,3,0,2577,12,12,0,5022,1,1,0,1066,1,1,0,1066,3,3,0,1528,29,62,0,31766,25,27,0,21432,3,3,0,1579,2,3,0,4269,29,2,73767
582,2,2,0,3380,1,1,0,283,3,4,0,1521,2,4,0,974,2,3,0,3734,1,1,0,710,1,2,0,993,21,70,0,23295,12,14,0,13247,1,1,0,265,0,0,0,0,21,3,48402
583,3,4,0,922,4,8,0,3255,0,0,0,0,1,2,0,267,7,16,0,4819,1,1,0,1066,6,7,0,1882,35,176,0,55643,35,59,0,31224,2,2,0,744,0,0,0,0,35,1,99822
584,3,3,0,3700,3,4,0,1953,2,4,0,2311,4,5,0,1155,6,13,0,4835,1,1,0,888,1,1,0,267,6,72,0,29722,6,6,0,4196,2,2,0,1342,0,0,0,0,6,27,50369
585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,710,1,1,0,318,0,0,0,0,0,0,0,0,1,58,1028
586,2,5,0,1968,1,1,0,1018,2,2,0,1243,14,16,0,6286,4,5,0,2135,3,3,0,1775,10,12,0,3316,16,166,0,51595,16,20,0,10847,4,4,0,892,2,3,0,2666,16,3,83741
587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1777,0,0,0,0,0,0,0,0,4,29,0,8215,2,2,0,448,0,0,0,0,0,0,0,0,4,52,10440
588,3,3,0,1330,1,1,0,744,0,0,0,0,4,10,0,4436,4,4,0,3198,1,1,0,710,4,6,0,2571,4,71,0,33375,4,10,0,7250,2,2,0,3024,2,2,0,2133,4,3,58771
589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1244,0,0,0,0,0,0,0,0,2,7,0,3298,0,0,0,0,0,0,0,0,0,0,0,0,2,56,4542
590,1,1,0,532,0,0,0,0,2,2,0,566,3,3,0,1241,3,4,0,3378,0,0,0,0,0,0,0,0,6,68,0,32181,6,17,0,8625,0,0,0,0,0,0,0,0,6,39,46523
591,1,1,0,211,1,1,0,1125,0,0,0,0,2,2,0,1243,5,6,0,2162,0,0,0,0,0,0,0,0,6,81,0,14819,5,5,0,28535,0,0,0,0,0,0,0,0,6,48,48095
592,4,5,0,1789,2,2,0,1143,2,4,0,4890,5,8,-89,2983,2,4,0,1781,2,2,0,1777,0,0,0,0,11,86,-2324,32661,11,18,-356,10684,0,0,0,0,2,2,0,2313,11,38,60021
593,1,1,0,710,3,4,0,5211,1,1,0,710,6,6,0,2439,6,11,0,4069,1,1,0,229,1,1,0,532,9,52,0,17181,9,12,0,8256,0,0,0,0,0,0,0,0,9,7,39337
594,10,12,0,9216,1,1,0,745,2,4,0,1781,4,4,0,1401,16,32,0,10949,7,8,0,5006,0,0,0,0,16,110,0,37862,16,23,0,17418,0,0,0,0,0,0,0,0,16,27,84378
595,1,1,0,140,3,3,0,2374,0,0,0,0,10,11,0,3269,6,8,-178,2570,3,3,0,813,2,2,0,740,12,127,-1154,51694,12,20,-133,10108,1,1,0,511,0,0,0,0,12,3,72219
596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,2895,0,0,0,0,0,0,0,0,11,44,0,10087,1,1,0,354,0,0,0,0,0,0,0,0,11,38,13336
597,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,764,2,2,0,1246,0,0,0,0,0,0,0,0,4,34,0,23165,0,0,0,0,0,0,0,0,0,0,0,0,4,42,25175
598,8,18,0,8278,0,0,0,0,0,0,0,0,3,3,0,496,6,8,0,2666,1,1,0,354,1,1,0,178,14,192,-89,48892,14,17,0,16249,0,0,0,0,0,0,0,0,14,8,77113
599,2,2,0,1777,1,1,0,607,2,2,0,1928,6,7,0,1625,25,35,0,21311,1,1,0,354,0,0,0,0,51,448,-445,139401,51,134,0,84646,3,3,0,3326,1,1,0,176,51,1,255151
600,1,2,0,890,2,2,0,1045,3,3,0,2657,1,1,0,140,6,21,0,11419,3,3,0,1241,2,2,0,601,6,60,0,20406,6,10,0,4683,0,0,0,0,1,1,0,890,6,20,43972
601,0,0,0,0,1,1,0,1221,0,0,0,0,5,5,0,2076,2,3,0,1155,0,0,0,0,0,0,0,0,10,16,0,25261,5,5,0,4479,0,0,0,0,0,0,0,0,10,5,34192
602,5,5,0,2311,3,5,0,3220,3,3,0,1775,9,10,0,4475,3,3,0,1891,3,3,0,1688,3,3,0,534,12,88,-1113,30298,11,11,0,3861,0,0,0,0,1,1,0,2671,12,6,52724
603,5,7,0,3040,6,8,0,4253,2,2,0,1244,4,4,0,753,16,17,0,4892,1,1,0,710,0,0,0,0,17,132,-445,30709,9,10,0,1873,1,1,0,3560,0,0,0,0,17,5,51034
604,5,8,0,2543,3,4,0,2580,0,0,0,0,6,6,0,2714,1,1,0,1066,2,2,0,975,3,7,0,1512,7,207,0,66082,6,13,0,7184,1,1,0,176,0,0,0,0,7,13,84832
605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,6247,6,11,0,5834,0,0,0,0,0,0,0,0,6,1,12081
606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,356,1,1,0,354,0,0,0,0,8,23,0,8249,8,26,-97,28303,0,0,0,0,0,0,0,0,8,44,37262
607,4,4,0,1423,1,1,0,860,0,0,0,0,3,3,0,1378,15,16,0,10149,2,2,0,4983,1,1,0,301,21,217,0,52635,21,31,0,11049,1,1,0,283,0,0,0,0,21,5,83061
608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2935,2,10,0,7357,0,0,0,0,0,0,0,0,2,56,10292
610,2,3,0,623,2,2,0,1049,0,0,0,0,9,14,0,3980,12,31,-115,20823,2,2,-178,1066,5,5,0,3246,12,187,0,65394,12,35,0,23328,2,2,0,1960,0,0,0,0,12,5,121469
611,4,4,0,799,0,0,0,0,0,0,0,0,1,1,0,124,3,3,0,1476,3,4,0,1173,0,0,0,0,5,37,0,10005,5,15,0,9318,0,0,0,0,0,0,0,0,5,50,22895
612,0,0,0,0,0,1,0,715,0,0,0,0,0,0,0,0,0,3,0,2844,0,0,0,0,0,0,0,0,0,26,0,11498,0,3,0,1243,0,0,0,0,0,0,0,0,0,60,16300
613,0,0,0,0,2,3,0,2073,1,1,0,888,12,12,0,5353,4,5,0,2685,1,1,0,425,2,2,0,708,31,238,0,73496,31,70,0,34798,0,0,0,0,0,0,0,0,31,1,120426
614,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1066,2,3,0,1455,0,0,0,0,0,0,0,0,3,15,0,8244,0,0,0,0,0,0,0,0,0,0,0,0,3,54,10765
615,2,2,0,2578,1,1,0,199,0,0,0,0,2,2,0,888,8,9,0,2872,2,2,0,1333,0,0,0,0,14,110,0,34317,8,9,0,5490,0,0,0,0,0,0,0,0,14,5,47677
616,2,6,0,694,3,4,0,1467,0,0,0,0,2,2,0,708,5,7,0,1909,1,1,0,585,0,0,0,0,13,38,0,14433,13,26,-178,15366,1,2,0,1065,0,0,0,0,13,7,36227
617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2286,0,0,0,0,0,0,0,0,0,0,0,0,2,55,2286
618,2,2,0,1065,10,11,0,5547,0,0,0,0,2,2,0,502,17,17,0,4849,0,0,0,0,2,2,0,489,29,128,0,31634,7,7,0,2509,0,0,0,0,0,0,0,0,29,2,46595
619,1,1,0,639,2,2,0,1396,2,2,0,1367,15,29,0,12753,3,3,0,1650,4,5,0,2309,3,3,0,992,15,107,0,47778,15,15,0,11291,2,4,0,4295,0,0,0,0,15,7,84470
620,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,888,3,3,0,2309,0,0,0,0,0,0,0,0,13,40,0,18684,11,12,-178,8552,0,0,0,0,0,0,0,0,13,34,30433
621,1,1,0,178,2,3,0,1852,0,0,0,0,3,4,-534,1421,3,5,0,2699,1,1,-178,320,2,2,0,975,3,39,0,11644,3,6,0,2772,1,1,0,372,0,0,0,0,3,5,22233
622,2,2,0,853,3,3,0,2142,0,0,0,0,2,2,0,708,3,3,0,2363,2,2,0,1423,1,1,0,532,10,62,0,22075,10,13,0,7412,0,0,0,0,1,1,0,712,10,40,38220
623,1,1,0,265,1,1,0,582,0,0,0,0,0,0,0,0,5,11,0,1852,0,0,0,0,0,0,0,0,11,81,0,15565,1,1,0,58,0,0,0,0,0,0,0,0,11,30,18322
624,3,3,0,1109,2,16,0,3205,5,10,-267,13963,24,31,0,8421,12,17,0,5939,6,12,0,12089,1,1,0,176,37,310,-2306,117986,17,24,0,10429,2,2,0,708,2,2,0,3024,37,1,177049
625,3,3,0,890,1,1,0,439,0,0,0,0,0,0,0,0,3,4,0,977,0,0,0,0,1,1,0,888,10,81,-44,27541,10,12,0,9257,0,0,0,0,0,0,0,0,10,1,39992
626,1,1,0,318,1,1,0,520,0,0,0,0,4,4,0,1435,1,1,0,532,1,1,0,354,1,1,0,318,5,86,0,14477,5,5,0,3962,0,0,0,0,0,0,0,0,5,6,21916
627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1301,0,0,0,0,0,0,0,0,0,0,0,0,2,38,1301
628,0,0,0,0,0,0,0,0,1,1,0,297,1,1,0,265,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,4716,0,0,0,0,0,0,0,0,0,0,0,0,4,45,5278
629,0,0,0,0,4,7,0,2632,1,1,0,1066,2,2,0,1599,2,3,0,1335,0,0,0,0,0,0,0,0,10,31,0,11914,8,9,0,2878,0,0,0,0,0,0,0,0,10,12,21424
630,4,4,0,5357,1,1,0,687,0,0,0,0,3,5,0,1510,3,3,0,2309,0,0,0,0,0,0,0,0,6,68,-178,21624,6,10,0,4865,1,1,0,532,0,0,0,0,6,40,36884
631,0,0,0,0,2,4,0,1688,1,2,0,712,1,1,0,105,4,4,0,890,0,0,0,0,5,7,0,1246,10,25,-445,8283,3,3,0,1569,1,1,0,888,1,1,0,888,10,1,16269
632,0,0,0,0,4,9,0,6920,0,0,0,0,5,7,0,7058,14,46,0,24595,0,0,0,0,0,0,0,0,14,79,-178,57349,14,31,0,16182,0,0,0,0,0,0,0,0,14,9,112104
633,2,2,0,621,5,5,0,5284,1,1,0,968,6,43,-133,11528,6,8,0,3232,5,5,0,4293,4,8,0,712,6,119,-356,44929,6,76,0,21471,0,0,0,0,0,0,0,0,6,40,93038
634,3,5,0,1031,3,8,0,6602,0,0,0,0,3,12,0,3987,3,5,0,2906,3,3,0,1510,3,4,0,1951,3,170,-1031,50468,3,16,-53,8171,3,3,0,267,0,0,0,0,3,21,76893
635,0,0,0,0,0,0,0,0,1,1,0,888,3,3,0,1065,1,1,0,888,1,1,0,178,0,0,0,0,8,63,-178,15347,4,4,0,4586,0,0,0,0,0,0,0,0,8,40,22952
636,1,2,0,178,10,12,0,7690,3,3,0,2666,6,8,0,2935,14,17,0,9294,0,0,0,0,4,7,0,1857,14,201,0,37556,6,6,0,3820,0,0,0,0,0,0,0,0,14,32,65996
637,1,1,0,461,1,1,0,1383,1,1,0,888,2,4,0,3198,2,5,0,3822,0,0,0,0,0,0,0,0,2,35,0,12016,2,5,0,3075,0,0,0,0,0,0,0,0,2,56,24843
638,3,3,0,1294,1,1,0,829,2,2,0,1065,3,3,0,1144,4,4,0,2311,6,6,0,4040,6,6,0,2466,10,56,0,21363,10,33,0,17165,5,5,0,4363,0,0,0,0,10,40,56040
639,2,3,0,623,0,0,0,0,0,0,0,0,9,10,0,3494,2,3,0,1155,0,0,0,0,7,13,0,1969,17,48,0,18999,6,6,0,6529,0,0,0,0,0,0,0,0,17,20,32769
640,4,4,0,5931,2,2,0,1675,0,0,0,0,2,2,0,708,8,13,0,6073,3,3,0,1417,0,0,0,0,23,126,0,40370,6,8,0,2870,0,0,0,0,0,0,0,0,23,4,59044
641,2,3,0,2133,1,1,0,945,0,0,0,0,3,3,0,619,1,1,0,675,0,0,0,0,0,0,0,0,5,19,-445,5524,5,24,0,7275,0,0,0,0,0,0,0,0,5,42,17171
642,2,2,0,1332,2,2,0,2140,0,0,0,0,5,5,0,2463,9,16,0,6995,1,1,-178,781,0,0,0,0,10,236,-365,67037,7,9,0,6842,0,0,0,0,0,0,0,0,10,5,87590
643,1,1,0,639,4,5,0,3300,1,1,0,977,4,22,0,6473,4,14,0,7816,3,3,0,773,1,1,0,443,4,151,0,48466,4,11,0,5056,0,0,0,0,0,0,0,0,4,40,73943
644,1,1,0,178,4,4,0,1911,2,2,0,1777,13,39,0,7065,7,9,0,6762,6,6,0,3821,13,21,0,9360,13,141,0,43046,11,11,0,8228,2,2,0,1072,0,0,0,0,13,9,83220
645,4,4,0,1953,2,3,0,992,0,0,0,0,3,4,0,1465,2,2,0,496,2,3,0,1873,1,2,0,730,16,142,-780,47463,5,7,0,2363,2,2,0,1020,2,2,0,1601,16,6,59956
646,1,1,0,532,0,0,0,0,1,1,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,0,12541,9,11,0,8281,0,0,0,0,0,0,0,0,9,38,21797
647,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,885,4,12,0,6283,0,0,0,0,0,0,0,0,4,121,0,28716,4,6,0,1143,0,0,0,0,0,0,0,0,4,38,37027
648,4,6,0,1951,3,3,0,1951,0,0,0,0,2,2,0,977,3,4,0,1705,6,6,0,8317,4,5,0,2626,19,71,0,28240,6,8,0,4936,0,0,0,0,0,0,0,0,19,3,50703
